developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
"Shanghai Hode Information Technology Co.,Ltd.","Shanghai Hode Information Technology Co.,Ltd.",上海幻电信息科技有限公司,비리비리 게임즈 / 환뎬,上海幻电信息科技有限公司 / 비리비리 게임즈 / 환뎬,16,88620331.89999999,124068464.65999998,2025 중국 iOS+AOS 추정 순매출,1.4,1553977,29.533733750115278,21,Shanghai,상하이,China,city,"三国：谋定天下, 梦想协奏曲！少女乐团派对！, 闪耀！优俊少女, 物华弥新, 炽焰天穹, 公主连结Re:Dive, 坎特伯雷公主与骑士唤醒冠军之剑的奇幻冒险, 嘟嘟脸恶作剧, 暖雪, 重生细胞","Strategy, Arcade, Simulation, RPG, Action","4X Strategy, Music / Rhythm, Simulator, Turn-Based Tactics, Turn-based RPG, Squad RPG, Action RPG, Idle RPG, Beat 'em Up, Shoot 'em Up","Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Simulation Simulator 시뮬레이션 模拟经营 시뮬레이터 模拟器 시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator, Strategy Turn-Based Tactics 전략 策略 턴제 전술 回合制战术 전략 / 턴제 전술 · 策略 / 回合制战术 · Strategy / Turn-Based Tactics, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Action Beat 'em Up 액션 动作 벨트스크롤 액션 清版动作 액션 / 벨트스크롤 액션 · 动作 / 清版动作 · Action / Beat 'em Up, Action Shoot 'em Up 액션 动作 탄막 슈팅 飞行射击 액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up","Action & Strategy, Lifestyle & Puzzle",Mid-core,"3D Realistic, 2D Anime, 3D Anime, Pixel","Three Kingdoms, Idol, Waifu, Chinese Cultural, Adventure, Chibi Creature, Dungeon Crawler, Otome",1.0,1.0,1.0,"Shanghai Hode Information Technology Co.,Ltd.","Sumitomo Mitsui Banking Corporation, CyberAgent, Kodansha",NASDAQ: BILI,100.0,Strategy,4X Strategy,107656402.11199999,0.8677176944763846,三国：谋定天下,86.77176944763846,97.0,A-핵심 타깃,전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy · 87% 집중 · LiveOps · Gacha · Mid-core
"Giant Network Technology Co., Ltd.","Giant Network Technology Co., Ltd.",上海巨人网络科技有限公司,자이언트 네트워크,上海巨人网络科技有限公司 / 자이언트 네트워크,9,85282735.03,119395829.042,2025 중국 iOS+AOS 추정 순매출,1.4,13399363,76.01014855725963,28,Shanghai,상하이,China,city,"超自然行动组, 球球大作战, 原始征途-2026全新版本, 征途2, 王者征途, 绿色征途-巨人正统续作, Night of the Full Moon, 太空杀-谁是内鬼, 名将杀","RPG, Arcade, Strategy","Survival, .io, MMORPG, Card Battler, Social Party","RPG Survival RPG/역할수행 角色扮演 서바이벌 生存 RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival, Arcade .io 아케이드 街机 IO 캐주얼 IO游戏 아케이드 / IO 캐주얼 · 街机 / IO游戏 · Arcade / .io, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Strategy Card Battler 전략 策略 카드 배틀 卡牌对战 전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler, Arcade Social Party 아케이드 街机 소셜 파티 社交派对 아케이드 / 소셜 파티 · 街机 / 社交派对 · Arcade / Social Party","Action & Strategy, Lifestyle & Puzzle","Mid-core, Hybridcasual, Casual","3D Cartoon, 2D Cartoon, 2D Realistic, Stylized Realistic, 2D Anime","Horror, Space, Three Kingdoms, Adventure, Imposter",1.0,1.0,1.0,巨人网络科技有限公司,,SHE: 002558,100.0,RPG,Survival,73787103.894,0.6180040331898347,超自然行动组,61.80040331898346,94.8,A-핵심 타깃,"RPG/역할수행 / 서바이벌 · 角色扮演 / 生存 · RPG / Survival · 62% 집중 · LiveOps · Gacha · Mid-core, Hybridcasual, Casual"
"Anhui Yingqu Network Technology Co., Ltd.","Anhui Yingqu Network Technology Co., Ltd.",安徽盈趣网络科技有限公司,안후이 잉취,安徽盈趣网络科技有限公司 / 안후이 잉취,8,73932658.81,103505722.33399999,2025 중국 iOS+AOS 추정 순매출,1.4,4484954,23.154148453839678,32,Anhui,안후이,China,province_or_region,"英雄没有闪, 时光大爆炸, 寻道大千-小妖砍树能修仙, 霸业-送自选开荒武将, 无限梦境, 空之要塞：启航, 史诗大陆, 魔魔打勇士","RPG, Simulation, Strategy, Lifestyle, Action","Idle RPG, Tycoon / Crafting, 4X Strategy, Interactive Story, Shoot 'em Up, Action RPG","RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story, Action Shoot 'em Up 액션 动作 탄막 슈팅 飞行射击 액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG","Action & Strategy, Lifestyle & Puzzle","Hybridcasual, Mid-core, Casual","2D Cartoon, 2D Anime, 2D Realistic, 3D Anime","Adventure, Empire Building, Chinese Myth, Three Kingdoms, Drama, Vehicles - Train, Dungeon Crawler",1.0,1.0,1.0,安徽盈趣网络科技有限公司,,SHE: 002555,100.0,RPG,Idle RPG,80240785.00199999,0.7752304239090573,"英雄没有闪, 寻道大千-小妖砍树能修仙, 魔魔打勇士",77.52304239090573,95.9,A-핵심 타깃,"RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 78% 집중 · LiveOps · Gacha · Hybridcasual, Mid-core, Casual"
"Hangzhou Yoka Network Technology Co., Ltd.","Hangzhou Yoka Network Technology Co., Ltd.",杭州游卡网络技术有限公司,요카게임즈 / 유카,杭州游卡网络技术有限公司 / 요카게임즈 / 유카,7,60113606.7,84159049.38,2025 중국 iOS+AOS 추정 순매출,1.4,2496293,35.96986211769668,33,Hangzhou,항저우,China,city,"三国杀, 三国杀：一将成名, 指间山海, 狼人对决-自走棋, 自在西游, 欢乐三国杀, 怒焰三国杀","Strategy, RPG, Tabletop","Card Battler, Squad RPG, Tabletop Cards","Strategy Card Battler 전략 策略 카드 배틀 卡牌对战 전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Tabletop Tabletop Cards 보드/테이블탑 桌游 테이블탑 카드 桌面卡牌 보드/테이블탑 / 테이블탑 카드 · 桌游 / 桌面卡牌 · Tabletop / Tabletop Cards","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","2D Anime, 2D Realistic, 2D Cartoon","Three Kingdoms, Chinese Myth, Tabletop, Journey to the West",1.0,1.0,1.0,杭州游卡网络技术有限公司,,,100.0,Strategy,Card Battler,80820374.586,0.9603289863823792,"三国杀, 三国杀：一将成名, 狼人对决-自走棋, 欢乐三国杀",96.03289863823792,97.2,A-핵심 타깃,"전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler · 96% 집중 · LiveOps · Gacha · Mid-core, Casual"
"Shanghai Hypergryph Network Technology Co., Ltd.","Shanghai Hypergryph Network Technology Co., Ltd.",上海鹰角网络科技有限公司,하이퍼그리프 / 잉자오,上海鹰角网络科技有限公司 / 하이퍼그리프 / 잉자오,1,59752097.29,83652936.206,2025 중국 iOS+AOS 추정 순매출,1.4,757128,110.48717813368414,24,Shanghai,상하이,China,city,明日方舟,Strategy,Tower Defense,Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense,Action & Strategy,Mid-core,2D Anime,Post-Apocalypse,1.0,1.0,1.0,"Shanghai Hypergryph Network Technology Co., Ltd.",,,100.0,Strategy,Tower Defense,83652936.206,1.0,明日方舟,100.0,83.5,A-핵심 타깃,전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 100% 집중 · LiveOps · Gacha · Mid-core
"JJWorld(Beijing) network technology Co., LTD","JJWorld(Beijing) network technology Co., LTD",竞技世界（北京）网络技术有限公司,JJ월드 / 징지스제,竞技世界（北京）网络技术有限公司 / JJ월드 / 징지스제,4,58045071.0,81263099.4,2025 중국 iOS+AOS 추정 순매출,1.4,4167673,11.044018694042737,27,Beijing,베이징,China,city,"JJ斗地主-欢乐棋牌休闲合集, JJ麻将-欢乐血流地方麻将全集, 曙光英雄-100+皮肤畅享, JJ象棋","Casino, Strategy, Tabletop","Landlord, Mahjong, MOBA, Board","Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord, Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, Strategy MOBA 전략 策略 MOBA 多人在线战术竞技 전략 / MOBA · 策略 / 多人在线战术竞技 · Strategy / MOBA, Tabletop Board 보드/테이블탑 桌游 보드게임 棋盘游戏 보드/테이블탑 / 보드게임 · 桌游 / 棋盘游戏 · Tabletop / Board","Casino, Action & Strategy, Lifestyle & Puzzle","Casual, Mid-core","2D Cartoon, 2D Realistic, Stylized Realistic","Tabletop, Mahjong, Combat Arena, Sports - Other",1.0,1.0,,JJWorld(Beijing) Network Technology Company Limited,,,100.0,Casino,Landlord,75228400.898,0.9257387603160998,JJ斗地主-欢乐棋牌休闲合集,92.57387603160998,95.6,A-핵심 타깃,"카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 93% 집중 · LiveOps · Gacha · Casual, Mid-core"
"Guangzhou Duoyi Network Co., Ltd.","Guangzhou Duoyi Network Co., Ltd.",广州多益网络股份有限公司,두오이 네트워크,广州多益网络股份有限公司 / 두오이 네트워크,4,49389254.41,69144956.174,2025 중국 iOS+AOS 추정 순매출,1.4,84920,277.5001573312047,31,Guangzhou,광저우,China,city,"幻唐志：逍遥外传, 梦想世界3, 传送门骑士, 童话萌消团-超萌童话消除手游","RPG, Puzzle","MMORPG, Match Swap","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual","2D Anime, 3D Cartoon, 2D Cartoon","Wuxia, Adventure, Bubbles / Tiles / Colors",1.0,1.0,1.0,"Guangzhou Duoyi Network Co., Ltd.",,,100.0,RPG,MMORPG,69139110.152,0.99991545266172,"幻唐志：逍遥外传, 梦想世界3, 传送门骑士",99.991545266172,92.3,A-핵심 타깃,"RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core, Casual"
X.D. Network Inc.,X.D. Network Inc.,心动网络股份有限公司,신동 네트워크 / XD,心动网络股份有限公司 / 신동 네트워크 / XD,41,48878843.53,68430380.942,2025 중국 iOS+AOS 추정 순매출,1.4,6120540,13.157510281969245,55,Shanghai,상하이,China,city,"心动小镇, 火炬之光：无限, 香肠派对, 出发吧麦芬, 伊瑟, 铃兰之剑：为这和平的世界, 仙境传说：守护永恒的爱, 《神仙道》高清重制版, 泰拉瑞亚, 不休的乌拉拉","Simulation, RPG, Shooter, Strategy, Arcade, Tabletop, Puzzle, Action, Lifestyle","Avatar Life, Action RPG, Battle Royale, MMORPG, Turn-based RPG, Turn-Based Tactics, Sandbox, Idle RPG, Music / Rhythm, Board","Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG, Shooter Battle Royale 슈팅 射击 배틀로얄 大逃杀 슈팅 / 배틀로얄 · 射击 / 大逃杀 · Shooter / Battle Royale, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, Strategy Turn-Based Tactics 전략 策略 턴제 전술 回合制战术 전략 / 턴제 전술 · 策略 / 回合制战术 · Strategy / Turn-Based Tactics, Simulation Sandbox 시뮬레이션 模拟经营 샌드박스 沙盒 시뮬레이션 / 샌드박스 · 模拟经营 / 沙盒 · Simulation / Sandbox, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm, Tabletop Board 보드/테이블탑 桌游 보드게임 棋盘游戏 보드/테이블탑 / 보드게임 · 桌游 / 棋盘游戏 · Tabletop / Board","Lifestyle & Puzzle, Action & Strategy","Casual, Mid-core, Hybridcasual","3D Cartoon, Stylized Realistic, 3D Anime, Pixel, 2D Anime, 2D Cartoon, 2D Realistic","Adventure, Combat Arena, Norse Mythos, Wuxia, Sandbox, Dinosaur, Music, Treasure Hunter, Architecture, Japanese Cultural",1.0,1.0,1.0,X.D. Network Inc.,Gungho Online Entertainment,HKG: 2400,100.0,Simulation,Avatar Life,34451192.202,0.503448785871878,心动小镇,50.3448785871878,93.7,A-핵심 타깃,"시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life · 50% 집중 · LiveOps · Gacha · Casual, Mid-core, Hybridcasual"
"Beijing Wei Wo Le Yuan Information and Technology Co., Ltd","Beijing Wei Wo Le Yuan Information and Technology Co., Ltd",北京唯我乐园信息技术有限公司,베이징 웨이워러위안,北京唯我乐园信息技术有限公司 / 베이징 웨이워러위안,5,47287894.45,66203052.23,2025 중국 iOS+AOS 추정 순매출,1.4,4478312,17.901789136763803,53,Beijing,베이징,China,city,"梦幻花园 - Gardenscapes, 梦幻家园 - Homescapes, 梦想城镇 - Township, 梦幻水族箱 - Fishdom, 春之谷：田园冒险","Puzzle, Simulation","Match Swap, Tycoon / Crafting","Puzzle Match Swap 퍼즐 益智 스왑 매치3 交换消除 퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting",Lifestyle & Puzzle,Casual,3D Cartoon,"Decoration, Farming, Animal - Underwater",1.0,1.0,,"Beijing Wei Wo Le Yuan Information and Technology Co., Ltd",,,100.0,Puzzle,Match Swap,54949010.480000004,0.8300072070559277,"梦幻花园 - Gardenscapes, 梦幻家园 - Homescapes, 梦幻水族箱 - Fishdom",83.00072070559277,95.2,A-핵심 타깃,퍼즐 / 스왑 매치3 · 益智 / 交换消除 · Puzzle / Match Swap · 83% 집중 · LiveOps · Gacha · Casual
"Guangzhou Kuro Binaria Technology Co., Ltd","Guangzhou Kuro Binaria Technology Co., Ltd",广州库洛科技有限公司,쿠로게임즈,广州库洛科技有限公司 / 쿠로게임즈,4,45378993.08,63530590.31199999,2025 중국 iOS+AOS 추정 순매출,1.4,2183171,19.712589080902088,41,Guangzhou,광저우,China,city,"鸣潮, 云•鸣潮, 战双帕弥什, 云·战双帕弥什","RPG, Action","Open World Adventure, Hack and Slash","RPG Open World Adventure RPG/역할수행 角色扮演 오픈월드 어드벤처 开放世界冒险 RPG/역할수행 / 오픈월드 어드벤처 · 角色扮演 / 开放世界冒险 · RPG / Open World Adventure, Action Hack and Slash 액션 动作 핵앤슬래시 砍杀 액션 / 핵앤슬래시 · 动作 / 砍杀 · Action / Hack and Slash",Action & Strategy,Mid-core,3D Anime,"Adventure, Post-Apocalypse",1.0,1.0,1.0,库洛游戏,,,100.0,RPG,Open World Adventure,56291509.147999994,0.8860536140393356,"鸣潮, 云•鸣潮",88.60536140393356,94.7,A-핵심 타깃,RPG/역할수행 / 오픈월드 어드벤처 · 角色扮演 / 开放世界冒险 · RPG / Open World Adventure · 89% 집중 · LiveOps · Gacha · Mid-core
"Shenzhen Zen-Game Technology CO.,LTD","Shenzhen Zen-Game Technology CO.,LTD",深圳市禅游科技股份有限公司,젠게임 / 찬유,深圳市禅游科技股份有限公司 / 젠게임 / 찬유,3,45090939.870000005,63127315.818,2025 중국 iOS+AOS 추정 순매출,1.4,773357,57.52349053623387,37,Shenzhen,선전,China,city,"指尖四川麻将-主播最爱麻将, 捕鱼神手-3D次时代街机捕鱼游戏, 玖玖麻将游戏",Casino,"Mahjong, Fish Shooting","Casino Mahjong 카지노 博彩/棋牌 마작 麻将 카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong, Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting",Casino,Casual,"3D Realistic, 2D Cartoon, 2D Anime","Mahjong, Animal - Underwater",1.0,1.0,,"Shenzhen Zen-Game Technology CO.,LTD",,HKG: 02660,32.0,Casino,Mahjong,54913565.868,0.8698859623038503,"指尖四川麻将-主播最爱麻将, 玖玖麻将游戏",86.98859623038503,92.4,A-핵심 타깃,카지노 / 마작 · 博彩/棋牌 / 麻将 · Casino / Mahjong · 87% 집중 · LiveOps · Gacha · Casual
"Youku Shengshi Technology (Beijing) Co., Ltd.","Youku Shengshi Technology (Beijing) Co., Ltd.",优酷盛世科技（北京）有限公司,요우쿠 성스,优酷盛世科技（北京）有限公司 / 요우쿠 성스,1,42724679.5,59814551.3,2025 중국 iOS+AOS 추정 순매출,1.4,420627,142.20330910759412,34,Beijing,베이징,China,city,捕鱼大咖-畅爽3D街机捕鱼游戏,Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,2D Cartoon,Animal - Underwater,1.0,1.0,,游酷盛世科技(北京)有限公司,,,100.0,Casino,Fish Shooting,59814551.3,1.0,捕鱼大咖-畅爽3D街机捕鱼游戏,100.0,82.5,A-핵심 타깃,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
"Xiamen Leiting Network Technology Co., Ltd.","Xiamen Leiting Network Technology Co., Ltd.",厦门雷霆网络科技股份有限公司,레이팅 네트워크,厦门雷霆网络科技股份有限公司 / 레이팅 네트워크,19,35328521.83,49459930.562,2025 중국 iOS+AOS 추정 순매출,1.4,2156150,17.41853587167074,63,Xiamen,샤먼,China,city,"问道-10周年庆, 一念逍遥·萌兽服, 奥比岛：梦想国度, 封神幻想世界, 九牧之野, 地下城堡3：魂之诗, 奇葩战斗家, 不思议迷宫, 伊洛纳, 异界原点传说：史莱姆不哭","RPG, Simulation, Strategy, Action, Puzzle","MMORPG, Idle RPG, Avatar Life, Turn-based RPG, 4X Strategy, Squad RPG, Brawl, Other Puzzle, Action RPG, Shoot 'em Up","RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG, RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Simulation Avatar Life 시뮬레이션 模拟经营 아바타 라이프 虚拟形象生活 시뮬레이션 / 아바타 라이프 · 模拟经营 / 虚拟形象生活 · Simulation / Avatar Life, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy, RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Action Brawl 액션 动作 난투 乱斗 액션 / 난투 · 动作 / 乱斗 · Action / Brawl, Puzzle Other Puzzle 퍼즐 益智 기타 퍼즐 其他益智 퍼즐 / 기타 퍼즐 · 益智 / 其他益智 · Puzzle / Other Puzzle, RPG Action RPG RPG/역할수행 角色扮演 액션 RPG 动作RPG RPG/역할수행 / 액션 RPG · 角色扮演 / 动作RPG · RPG / Action RPG, Action Shoot 'em Up 액션 动作 탄막 슈팅 飞行射击 액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual, Hybridcasual","2D Anime, 2D Cartoon, 3D Anime, 3D Realistic, Stylized Realistic, Pixel","Wuxia, Animal - Zoo / Other, Chinese Myth, Three Kingdoms, Adventure, Combat Arena, Slime, Dragon, Empire Building, Dungeon Crawler",1.0,1.0,1.0,雷霆游戏,,,100.0,RPG,MMORPG,24871028.476,0.5028520702192085,问道-10周年庆,50.285207021920854,92.9,A-핵심 타깃,"RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 50% 집중 · LiveOps · Gacha · Mid-core, Casual, Hybridcasual"
TUYOO TECHNOLOGY PTE. LTD.,TUYOO TECHNOLOGY PTE. LTD.,在线途游（北京）科技有限公司,투요우,在线途游（北京）科技有限公司 / 투요우,2,34837468.08,48772455.31199999,2025 중국 iOS+AOS 추정 순매출,1.4,337272,127.18793603822168,42,,,China,unknown,"途游休闲捕鱼-百万倍街机王者大作战, 巨炮捕鱼2-次世代高爆3D捕鱼游戏",Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,"2D Cartoon, 3D Cartoon",Animal - Underwater,1.0,1.0,,TYSG Games,,,100.0,Casino,Fish Shooting,48772455.31199999,1.0,"途游休闲捕鱼-百万倍街机王者大作战, 巨炮捕鱼2-次世代高爆3D捕鱼游戏",100.0,89.9,A-핵심 타깃,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
CoolPlus Software (HongKong) Limited,CoolPlus Software (HongKong) Limited,香港酷加软件有限公司,쿨플러스,香港酷加软件有限公司 / 쿨플러스,1,32596352.24,45634893.13599999,2025 중국 iOS+AOS 추정 순매출,1.4,455739,100.13383347925017,43,,,China,unknown,鱼乐达人-王者捕鱼电玩街机打鱼游戏,Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,2D Cartoon,Animal - Underwater,1.0,1.0,,CoolPlus Software (HongKong) Limited,,,100.0,Casino,Fish Shooting,45634893.13599999,1.0,鱼乐达人-王者捕鱼电玩街机打鱼游戏,100.0,82.4,A-핵심 타깃,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
"Beijing Pengqu Technology Co.,Ltd.","Beijing Pengqu Technology Co.,Ltd.",北京朋趣科技有限公司,베이징 펑취,北京朋趣科技有限公司 / 베이징 펑취,4,30388785.52,42544299.728,2025 중국 iOS+AOS 추정 순매출,1.4,1097445,24.04204915340269,47,Beijing,베이징,China,city,"多乐够级, 多乐升级, 多乐保皇, 多乐跑得快-官方版","Tabletop, Casino","Tabletop Cards, Poker, Casino Cards","Tabletop Tabletop Cards 보드/테이블탑 桌游 테이블탑 카드 桌面卡牌 보드/테이블탑 / 테이블탑 카드 · 桌游 / 桌面卡牌 · Tabletop / Tabletop Cards, Casino Poker 카지노 博彩/棋牌 포커 扑克 카지노 / 포커 · 博彩/棋牌 / 扑克 · Casino / Poker, Casino Casino Cards 카지노 博彩/棋牌 카지노 카드 博彩卡牌 카지노 / 카지노 카드 · 博彩/棋牌 / 博彩卡牌 · Casino / Casino Cards","Lifestyle & Puzzle, Casino",Casual,"2D Realistic, 3D Cartoon, 2D Anime",Tabletop,1.0,1.0,,"Beijing Pengqu Technology Co.,Ltd.",,NASDAQ: GCL,0.0,Tabletop,Tabletop Cards,40773870.844,0.9583862257618776,多乐够级,95.83862257618776,94.5,A-핵심 타깃,보드/테이블탑 / 테이블탑 카드 · 桌游 / 桌面卡牌 · Tabletop / Tabletop Cards · 96% 집중 · LiveOps · Gacha · Casual
