순위,게임명_중문,게임명_한글_초안,개발사_한글,개발사_중문,战略大品类Tag,战略细分品类Tag,전략대분류_KO,전략세부분류_KO,전략Tag_신뢰도,ST_대표장르_KO,ST_세부장르_KO,Qimai_장르_KO,매출집계_시작일,매출집계_종료일,출시일_기준,iOS_Net_USD_12개월,Gross_USD_12개월,Gross_KRW_원_12개월,Gross_KRW_억원_12개월,App_ID,AppStore_URL,Qimai_URL,SensorTower_URL,개발사_위치_중문,개발사_위치_한글,개발사_지역_중문,개발사_지역_한글,개발사_위치_위도,개발사_위치_경도,개발사_위치_신뢰도,개발사_위치_근거,iOS_Gross_KRW_원_12개월,iOS_Gross_KRW_억원_12개월,iOS_Gross_USD_12개월,최근12개월_Gross_USD_12개월,최근12개월_Gross_KRW_원_12개월,최근12개월_Gross_KRW_억원_12개월,최근12개월_iOS_Net_USD_12개월,최근12개월_매출집계_시작일,최근12개월_매출집계_종료일,최근12개월_iOS_Gross_KRW_원_12개월,최근12개월_iOS_Gross_KRW_억원_12개월,최근12개월_iOS_Gross_USD_12개월
35,明日方舟,明日方舟,하이퍼그리프,鹰角网络,서브컬처,서브컬처,서브컬처,서브컬처,상,카드,카드/전략,카드/전략,2019-04-29,2020-04-28,Qimai_출시일,130157621.22,371878917.77142864,542943219946.2858,5429.432199462858,1454663939,https://apps.apple.com/cn/app/id1454663939,https://www.qimai.cn/app/baseinfo/appid/1454663939/country/cn,https://app.sensortower.com/ios/cn/shanghai-hypergryph-network-technology-co-ltd/app/ming-ri-fang-zhou/1454663939/,上海,상하이,上海市,상하이시,31.2304,121.4737,high,대표 개발사/브랜드 매핑: 鹰角 → 上海,271471609973.1429,2714.716099731429,185939458.88571432,171420429.57142866,250273827174.28583,2502.738271742858,59997150.35000002,2025-06-01,2026-05-31,125136913587.14291,1251.369135871429,85710214.78571433
36,蛋仔派对,蛋仔派对,넷이즈,网易,경기/스포츠·레이싱,파티게임,경기/스포츠·레이싱,파티게임,상,패밀리,패밀리/액션,패밀리/액션,2022-05-26,2023-05-25,Qimai_출시일,127084442.48,363098407.0857144,530123674345.1428,5301.236743451428,1544884479,https://apps.apple.com/cn/app/id1544884479,https://www.qimai.cn/app/baseinfo/appid/1544884479/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/dan-zi-pai-dui/1544884479/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,265061837172.5714,2650.618371725714,181549203.5428572,318714676.0000002,465323426960.0002,4653.234269600002,111550136.60000004,2025-06-01,2026-05-31,232661713480.0001,2326.617134800001,159357338.0000001
37,长安幻想,长安幻想,시위에 네트워크,诗悦网络,SRPG,SRPG,SRPG,SRPG,상,전략,전략,전략,2022-12-26,2023-12-25,Qimai_출시일,126618248.00999992,361766422.88571405,528178977413.1426,5281.7897741314255,1555236168,https://apps.apple.com/cn/app/id1555236168,https://www.qimai.cn/app/baseinfo/appid/1555236168/country/cn,https://app.sensortower.com/ios/cn/meng-qu-you-xi/app/chang-an-huan-xiang/1555236168/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,264089488706.5713,2640.8948870657127,180883211.44285703,30957128.085714288,45197407005.14286,451.9740700514286,10834994.83,2025-06-01,2026-05-31,22598703502.57143,225.9870350257143,15478564.042857144
38,我叫MT4,我叫MT4,텐센트,腾讯,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2018-07-17,2019-07-16,Qimai_출시일,125414333.43999994,358326666.9714284,523156933778.2856,5231.569337782855,1251807281,https://apps.apple.com/cn/app/id1251807281,https://www.qimai.cn/app/baseinfo/appid/1251807281/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/wo-jiao-mt4/1251807281/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,261578466889.1428,2615.7846688914274,179163333.4857142,5741372.742857142,8382404204.571428,83.82404204571428,2009480.46,2025-06-01,2026-05-31,4191202102.285714,41.91202102285714,2870686.371428571
39,新笑傲江湖,新笑傲江湖,완미세계,完美世界,MMORPG,MMORPG,MMORPG,MMORPG,상,액션,액션/RPG,액션/RPG,2019-12-19,2020-12-18,SensorTower_출시일,123592768.71,353122196.3142857,515558406618.8571,5155.584066188571,1445632000,https://apps.apple.com/cn/app/id1445632000,https://www.qimai.cn/app/baseinfo/appid/1445632000/country/cn,https://app.sensortower.com/ios/cn/wan-mei-shi-jie-you-xi/app/xin-xiao-ao-jiang-hu/1445632000/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 完美世界 → 北京,257779203309.42856,2577.7920330942857,176561098.15714285,6002721.942857145,8763974036.571432,87.63974036571432,2100952.6800000006,2025-06-01,2026-05-31,4381987018.285716,43.81987018285716,3001360.9714285727
40,问道,问道,레이팅/기가비츠,雷霆/吉比特,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,RPG,RPG/전략,RPG/전략,2016-04-20,2017-04-19,Qimai_출시일,123513777.61000004,352896507.45714295,515228900887.4288,5152.289008874287,1031897589,https://apps.apple.com/cn/app/id1031897589,https://www.qimai.cn/app/baseinfo/appid/1031897589/country/cn,https://app.sensortower.com/ios/cn/lei-ting-you-xi/app/wen-dao/1031897589/,厦门,샤먼,福建省,푸젠성,24.4798,118.0894,high,대표 개발사/브랜드 매핑: 雷霆 → 厦门,257614450443.7144,2576.1445044371435,176448253.72857147,50898686.25714289,74312081935.42862,743.1208193542863,17814540.19000001,2025-06-01,2026-05-31,37156040967.71431,371.5604096771431,25449343.128571443
41,火影忍者,火影忍者,텐센트,腾讯,애니메이션,애니메이션,애니메이션,애니메이션,상,액션,액션/RPG,액션/RPG,2016-01-07,2017-01-06,Qimai_출시일,121914254.06999992,348326440.1999998,508556602691.9997,5085.566026919997,955396648,https://apps.apple.com/cn/app/id955396648,https://www.qimai.cn/app/baseinfo/appid/955396648/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/huo-ying-ren-zhe/955396648/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,254278301345.99985,2542.7830134599985,174163220.0999999,342421283.0000002,499935073180.0002,4999.350731800002,119847449.05000006,2025-06-01,2026-05-31,249967536590.0001,2499.675365900001,171210641.5000001
42,梦幻模拟战,梦幻模拟战,아키소어/조룡엔터,祖龙娱乐,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,RPG,RPG/전략,RPG/전략,2018-08-02,2019-08-01,SensorTower_출시일,117928186.37000012,336937675.34285754,491929006000.572,4919.29006000572,1316322292,https://apps.apple.com/cn/app/id1316322292,https://www.qimai.cn/app/baseinfo/appid/1316322292/country/cn,https://app.sensortower.com/ios/cn/shanghai-zishun-information-technology-co-ltd/app/meng-huan-mo-ni-zhan/1316322292/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 祖龙娱乐 → 北京,245964503000.286,2459.64503000286,168468837.67142877,11172173.542857148,16311373372.571436,163.11373372571435,3910260.7400000016,2025-06-01,2026-05-31,8155686686.285718,81.55686686285718,5586086.771428574
43,暗黑破坏神：不朽-星际争霸,暗黑破坏神：不朽-星际争霸,넷이즈,网易,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2022-07-24,2023-07-23,Qimai_출시일,115713414.5699998,330609755.9142852,482690243634.8564,4826.902436348564,1517601112,https://apps.apple.com/cn/app/id1517601112,https://www.qimai.cn/app/baseinfo/appid/1517601112/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/an-hei-po-pi-shen-bu-xiu-xing-ji-zheng-ba/1517601112/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,241345121817.4282,2413.451218174282,165304877.9571426,17907017.685714297,26144245821.14287,261.44245821142874,6267456.190000003,2025-06-01,2026-05-31,13072122910.571436,130.72122910571437,8953508.842857148
44,奇迹：觉醒,奇迹：觉醒,텐센트,腾讯,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG,RPG,2018-01-02,2019-01-01,Qimai_출시일,114643544.44000009,327552984.11428595,478227356806.8576,4782.273568068576,1198096692,https://apps.apple.com/cn/app/id1198096692,https://www.qimai.cn/app/baseinfo/appid/1198096692/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/qi-ji-jue-xing/1198096692/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,239113678403.4288,2391.136784034288,163776492.05714297,6582390.5142857125,9610290150.85714,96.10290150857139,2303836.6799999992,2025-06-01,2026-05-31,4805145075.42857,48.051450754285696,3291195.2571428563
45,明日之后,明日之后,넷이즈,网易,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,RPG,RPG/어드벤처,RPG/어드벤처,2018-10-31,2019-10-30,Qimai_출시일,110342503.13,315264294.6571429,460285870199.4286,4602.858701994286,1435567000,https://apps.apple.com/cn/app/id1435567000,https://www.qimai.cn/app/baseinfo/appid/1435567000/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/ming-ri-zhi-hou/1435567000/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,230142935099.7143,2301.429350997143,157632147.32857144,33357252.59999999,48701588795.999985,487.01588795999993,11675038.409999996,2025-06-01,2026-05-31,24350794397.999992,243.50794397999996,16678626.299999995
46,斗罗大陆:魂师对决,斗罗大陆:魂师对决,37게임즈,三七互娱,애니메이션,애니메이션,애니메이션,애니메이션,상,RPG,RPG/카드,RPG/카드,2021-07-21,2022-07-20,Qimai_출시일,106817046.31000002,305191560.88571435,445579678893.14294,4455.79678893143,1558453472,https://apps.apple.com/cn/app/id1558453472,https://www.qimai.cn/app/baseinfo/appid/1558453472/country/cn,https://app.sensortower.com/ios/cn/anhui-37-network-technology-co-ltd/app/dou-luo-da-lu-hun-shi-dui-jue/1558453472/,广州,광저우,广东省,광둥성,23.1291,113.2644,high,대표 개발사/브랜드 매핑: 三七互娱 → 广州,222789839446.57147,2227.898394465715,152595780.44285718,23966818.028571423,34991554321.71428,349.9155432171428,8388386.309999998,2025-06-01,2026-05-31,17495777160.85714,174.9577716085714,11983409.014285712
47,热血江湖手游-格斗家登场,热血江湖手游-格斗家登场,龙图游戏,龙图游戏,MMORPG,MMORPG,MMORPG,MMORPG,상,RPG,RPG/액션,RPG/액션,2017-04-10,2018-04-09,SensorTower_출시일,102596856.89,293133876.82857144,427975460169.7143,4279.754601697143,1108802570,https://apps.apple.com/cn/app/id1108802570,https://www.qimai.cn/app/baseinfo/appid/1108802570/country/cn,https://app.sensortower.com/ios/cn/long-tu-you-xi/app/re-xie-jiang-hu-shou-you-ge-dou-jia-deng-chang/1108802570/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,213987730084.85715,2139.8773008485714,146566938.41428572,2967909.171428574,4333147390.285717,43.33147390285717,1038768.2100000004,2025-06-01,2026-05-31,2166573695.1428585,21.665736951428585,1483954.585714287
48,向僵尸开炮-尸潮来袭,向僵尸开炮-尸潮来袭,성창네트워크/SPGame,盛昌网络/SPGame,FPS/TPS,FPS,FPS/TPS,FPS,상,전략,전략/캐주얼,전략/캐주얼,2024-01-18,2025-01-17,Qimai_출시일,101980286.8600001,291372248.17142886,425403482330.28613,4254.034823302862,6474293468,https://apps.apple.com/cn/app/id6474293468,https://www.qimai.cn/app/baseinfo/appid/6474293468/country/cn,https://app.sensortower.com/ios/cn/hainan-shengchang-network-technology-co-ltd/app/xiang-jiang-shi-kai-pao-shi-chao-lai-xi/6474293468/,海外/未确认,해외/미확인,海外/未确认,해외/미확인,,,review,공개 본사 위치 미확인/해외 개발사 또는 데이터상 단서 부족,212701741165.14307,2127.017411651431,145686124.08571443,243836726.057143,356001620043.4288,3560.016200434288,85342854.12000005,2025-06-01,2026-05-31,178000810021.7144,1780.008100217144,121918363.0285715
49,红警OL,红警OL,텐센트,腾讯,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,전략,전략/시뮬레이션,전략/시뮬레이션,2018-10-17,2019-10-16,Qimai_출시일,101618331.38000004,290338089.657143,423893610899.4288,4238.936108994288,1234954076,https://apps.apple.com/cn/app/id1234954076,https://www.qimai.cn/app/baseinfo/appid/1234954076/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/hong-jing-ol/1234954076/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,211946805449.7144,2119.468054497144,145169044.8285715,28913855.828571428,42214229509.71429,422.1422950971429,10119849.54,2025-06-01,2026-05-31,21107114754.857143,211.07114754857145,14456927.914285714
50,征途,征途,텐센트,腾讯,SLG/전략게임,하드 SLG,SLG/전략게임,하드 SLG,상,액션,액션/RPG,액션/RPG,2016-04-27,2017-04-26,Qimai_출시일,97983341.15999997,279952403.3142856,408730508838.85693,4087.3050883885694,1089038738,https://apps.apple.com/cn/app/id1089038738,https://www.qimai.cn/app/baseinfo/appid/1089038738/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/zheng-tu/1089038738/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,204365254419.42847,2043.6525441942847,139976201.6571428,10951835.514285717,15989679850.857147,159.89679850857146,3833142.4300000006,2025-06-01,2026-05-31,7994839925.428574,79.94839925428573,5475917.757142859
51,晶核,晶核,바이트댄스/누버스,朝夕光年/字节跳动,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2023-07-13,2024-07-12,Qimai_출시일,96224998.21,274928566.31428576,401395706818.8572,4013.957068188571,1559181149,https://apps.apple.com/cn/app/id1559181149,https://www.qimai.cn/app/baseinfo/appid/1559181149/country/cn,https://app.sensortower.com/ios/cn/beijing-zhaoxiguangnian-information-technology-co-ltd/app/jing-he/1559181149/,北京,베이징,北京市,베이징시,39.9042,116.4074,high,대표 개발사/브랜드 매핑: 朝夕光年 → 北京,200697853409.4286,2006.9785340942856,137464283.15714288,12856528.0,18770530880.0,187.7053088,4499784.8,2025-06-01,2026-05-31,9385265440.0,93.8526544,6428264.0
52,三国志幻想大陆-六周年,三国志幻想大陆-六周年,링시/알리바바,灵犀互娱/阿里,카드게임,수집/육성 카드,카드게임,수집/육성 카드,상,카드,카드/전략,카드/전략,2020-06-23,2021-06-22,Qimai_출시일,93604034.87999998,267440099.6571428,390462545499.42847,3904.6254549942846,1458466767,https://apps.apple.com/cn/app/id1458466767,https://www.qimai.cn/app/baseinfo/appid/1458466767/country/cn,https://app.sensortower.com/ios/cn/lingxi-games-inc/app/san-guo-zhi-huan-xiang-da-lu-liu-zhou-nian/1458466767/,广州,광저우,广东省,광둥성,23.1291,113.2644,high,대표 개발사/브랜드 매핑: 灵犀互娱 → 广州,195231272749.71423,1952.3127274971423,133720049.8285714,7359591.057142864,10745002943.42858,107.4500294342858,2575856.870000002,2025-06-01,2026-05-31,5372501471.71429,53.7250147171429,3679795.528571432
53,燕云十六声,燕云十六声,넷이즈,网易,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG,RPG,2025-01-07,2026-01-06,Qimai_출시일,93172115.66000009,266206044.74285737,388660825324.5718,3886.6082532457176,6475668638,https://apps.apple.com/cn/app/id6475668638,https://www.qimai.cn/app/baseinfo/appid/6475668638/country/cn,https://app.sensortower.com/ios/cn/wang-yi-yi-dong-you-xi/app/yan-yun-shi-liu-sheng/6475668638/,杭州,항저우,浙江省,저장성,30.2741,120.1551,high,대표 개발사/브랜드 매핑: 网易 → 杭州,194330412662.2859,1943.3041266228588,133103022.37142868,252359397.88571423,368444720913.1428,3684.447209131428,88325789.25999999,2025-06-01,2026-05-31,184222360456.5714,1842.223604565714,126179698.94285712
54,浮生为卿歌,浮生为卿歌,프렌드타임즈,友谊时光,SLG/전략게임,라이트 SLG,SLG/전략게임,라이트 SLG,상,전략,전략/RPG,전략/RPG,2019-12-30,2020-12-29,Qimai_출시일,92807760.78000005,265165030.80000016,387140944968.0002,3871.4094496800026,1483884858,https://apps.apple.com/cn/app/id1483884858,https://www.qimai.cn/app/baseinfo/appid/1483884858/country/cn,https://app.sensortower.com/ios/cn/friendtimes-technology-inc/app/fu-sheng-wei-qing-ge/1483884858/,苏州,쑤저우,江苏省,장쑤성,31.2989,120.5853,high,대표 개발사/브랜드 매핑: 友谊时光 → 苏州,193570472484.0001,1935.7047248400013,132582515.40000008,12127727.82857143,17706482629.714287,177.06482629714287,4244704.74,2025-06-01,2026-05-31,8853241314.857143,88.53241314857144,6063863.914285715
55,梦幻诛仙,梦幻诛仙,텐센트,腾讯,SRPG,SRPG,SRPG,SRPG,상,RPG,RPG,RPG,2016-10-28,2017-10-27,Qimai_출시일,91771848.93000004,262205282.65714297,382819712679.4288,3828.197126794288,1106936921,https://apps.apple.com/cn/app/id1106936921,https://www.qimai.cn/app/baseinfo/appid/1106936921/country/cn,https://app.sensortower.com/ios/cn/tencent-mobile-games/app/meng-huan-zhu-xian/1106936921/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,191409856339.7144,1914.098563397144,131102641.32857148,7006155.685714292,10228987301.142868,102.28987301142868,2452154.4900000026,2025-06-01,2026-05-31,5114493650.571434,51.14493650571434,3503077.842857146
56,永恒纪元,永恒纪元,37게임즈,三七互娱,ARPG,ARPG,ARPG,ARPG,상,RPG,RPG/액션,RPG/액션,2016-11-14,2017-11-13,Qimai_출시일,87434458.18000004,249812737.65714297,364726596979.4288,3647.265969794288,1137913384,https://apps.apple.com/cn/app/id1137913384,https://www.qimai.cn/app/baseinfo/appid/1137913384/country/cn,https://app.sensortower.com/ios/cn/anhui-37-network-technology-co-ltd/app/yong-heng-ji-yuan/1137913384/,广州,광저우,广东省,광둥성,23.1291,113.2644,high,대표 개발사/브랜드 매핑: 三七互娱 → 广州,182363298489.7144,1823.632984897144,124906368.82857148,3319391.628571429,4846311777.714286,48.463117777142855,1161787.07,2025-06-01,2026-05-31,2423155888.857143,24.231558888571428,1659695.8142857144
57,穿越火线-枪战王者,穿越火线-枪战王者,텐센트,腾讯,FPS/TPS,FPS,FPS/TPS,FPS,상,전략,전략/액션,전략/액션,2015-12-03,2016-12-02,Qimai_출시일,85797471.80000007,245135633.7142859,357898025222.8575,3578.9802522285754,1042545880,https://apps.apple.com/cn/app/id1042545880,https://www.qimai.cn/app/baseinfo/appid/1042545880/country/cn,https://app.sensortower.com/ios/cn/shenzhen-tencent-tianyou-technology-ltd/app/chuan-yue-huo-xian-qiang-zhan-wang-zhe/1042545880/,深圳,선전,广东省,광둥성,22.5431,114.0579,high,대표 개발사/브랜드 매핑: 腾讯 → 深圳,178949012611.42874,1789.4901261142877,122567816.85714296,432727727.1999997,631782481711.9995,6317.824817119995,151454704.5199999,2025-06-01,2026-05-31,315891240855.99976,3158.9124085599974,216363863.59999985
